100,3.92
101,1.94
102,2.03
103,1.46
104,1.72
105,2.02
106,2.08
107,1.94
108,2.64
109,3.13
110,1.65
111,1.64
112,1.95
113,1.68
114,1.58
115,4.15
116,1.52
117,1.34
118,1.35
119,1.55
120,2.52
121,1.27
122,1.82
123,1.32
125,2.01
126,4.23
127,4.19
128,1.92
129,3.2
130,2.64
131,1.87
132,2.64
133,3.08
134,1.85
135,1.8
136,3.12
137,1.81
138,2.83
139,1.25
140,2.23
141,3.93
142,6.56
143,2.22
144,1.92
146,3.78
147,2.64
148,2.79
149,1.48
150,1.44
151,2.04
152,0.88
153,1.7
154,1.98
155,1.94
157,2.08
158,3.01
159,2.5
160,1.94
161,4.53
162,2.57
163,1.56
164,1.91
165,4.01
166,1.85
167,1.69
168,2.18
169,1.87
170,1.24
171,1.83
172,1.88
173,1.24
174,1.19
175,1.62
176,1.48
177,2.57
179,3.18
180,3.15
181,2.56
182,1.37
183,2.43
184,2.51
185,2.81
186,2.23
187,2.23
188,1.43
189,3.02
190,3.69
191,4.69
192,3.47
193,2.26
194,2.28
196,1.88
197,2.49
198,2.59
199,1.74
200,3.28
201,4.32
202,3.32
203,2.34
204,2.04
205,4.04
206,3.21
207,3.92
208,4.35
209,3.08
210,1.34
211,1.71
212,1.91
213,2.55
214,3.16
215,2.53
216,2.49
217,2.68
218,3.1
219,2.41
220,2.2
221,2.43
222,2.87
223,2.71
224,3.28
225,2.38
226,2.49
227,3.84
228,2.52
229,1.7
230,1.61
231,1.94
232,2.55
233,1.95
234,1.83
235,1.94
236,2.2
237,1.65
238,2.57
239,1.06
240,2.2
241,2.35
242,2.46
243,2.3
244,2.89
245,2.53
246,1.89
247,3.92
248,1.51
249,2.53
250,2.6
251,3.13
252,2.55
253,1.73
500,2.01
501,2.61
502,2.18
503,1.36
504,3.18
505,1.57
506,5.18
507,1.64
508,3.17
509,2.02
510,2.59
511,2.99
512,3.07
513,1.51
514,1.65
515,2.92
516,3.79
517,2.4
518,2.67
519,2.82
520,1.52
521,3.06
522,2.22
523,1.82
524,2.06
525,1.62
526,1.32
527,2.97
528,2.11
529,1.6
530,1.99
531,2.3
532,1.13
533,3.03
534,2.58
535,4.03
536,1.89
537,3.32
538,1.73
539,2.63
540,1.4
541,1.21
542,1.59
543,1.98
544,3.02
545,1.59
546,2.16
547,1.74
548,2.35
549,3.33
550,2.6
551,2.3
552,3.48
553,2.75
554,1.44
555,1.73
556,1.98
557,3.08
558,2.8
559,1.37
560,1.96
561,1.94
562,1.33
563,1.3
564,1.01
565,2.82
566,1.59
567,3.09
568,1.5
569,1.86
570,1.24
571,2.15
572,2.11
573,1.28
574,2.49
575,2.45
576,1.53
577,2.14
578,2.69
579,1.85
580,1.52
581,1.81
582,2.6
583,1.49
585,4.05
586,4.01
587,2.37
588,2.39
589,1.8
590,2.58
591,2.38
592,2.34
593,1.77
594,1.41
595,1.78
596,2.79
597,3.39
598,2.77
599,2.53
600,2.64
601,2.61
602,3.23
603,3.13
604,2.02
605,1.35
606,1.94
607,1.96
608,3.65
609,3.13
610,3.11
611,2.49
612,1.32
613,2.49
614,1.62
615,1.98
616,2.44
617,2.74
618,1.54
619,1.51
620,1.45
621,2.68
622,2.65
623,3.73
624,1.52
625,3.02
626,2.99
627,2.88
628,3.0
629,2.35
630,3.38
631,2.05
632,1.73
633,1.45
634,1.99
635,2.63
636,1.12
637,3.07
638,2.91
639,2.94
640,3.35
641,2.37
642,2.35
643,1.42
644,2.02
645,3.16
646,3.18
647,1.98
648,4.01
649,2.82
650,3.15
651,1.65
652,2.56
653,3.03
654,1.33
655,3.13
656,1.62
657,2.98
658,2.62
659,2.79
660,2.56
661,2.58
662,2.05
663,4.05
664,1.48
665,1.16
666,2.0
667,3.12
668,1.16
669,0.88
670,1.34
671,1.64
672,2.33
673,3.21
674,1.72
675,1.94
676,1.3
677,3.19
678,1.98
679,2.03
680,1.64
681,1.95
682,1.77
683,1.55
684,1.73
685,1.46
686,2.26
687,1.9
688,1.83
689,2.73
690,3.78
700,2.03
701,1.43
702,2.0
703,1.91
704,3.11
705,1.99
706,3.06
707,3.32
708,1.75
709,2.54
710,2.8
711,1.7
712,3.2
713,1.67
714,1.97
715,2.64
716,1.39
717,2.29
718,1.71
719,3.86
720,1.95
721,1.91
722,1.86
723,3.81
724,0.93
725,1.41
726,1.36
727,2.24
728,1.55
729,1.9
730,1.04
731,1.46
732,1.51
733,1.91
734,3.1
735,2.3
738,1.86
739,2.94
740,3.57
741,3.54
742,1.42
743,1.74
744,1.11
745,0.95
746,2.17
747,2.75
748,2.47
749,4.58
