100,1.72
101,0.64
102,0.83
103,0.86
104,0.82
105,0.82
106,0.78
107,0.74
108,1.64
109,0.73
110,0.75
111,0.74
112,0.75
113,0.78
114,0.68
115,0.65
116,0.62
117,0.74
118,0.75
119,0.65
120,0.62
121,0.67
122,0.62
123,0.42
124,0.67
125,0.81
126,0.73
127,0.69
128,0.72
129,0.7
130,0.64
131,0.67
132,0.84
133,0.68
134,0.35
135,0.6
136,1.72
137,0.61
138,1.63
139,0.65
140,0.63
141,0.63
142,1.56
143,3.42
144,0.72
145,1.45
146,0.68
148,1.39
149,0.28
150,0.84
151,0.74
152,2.98
153,0.8
154,0.78
155,0.74
156,1.7
157,0.78
158,0.61
159,0.7
160,0.74
161,0.73
162,0.77
163,0.66
164,0.71
165,0.71
166,0.65
167,0.79
168,0.68
169,0.67
170,0.64
171,0.63
172,0.68
173,0.64
174,0.59
175,0.72
176,0.58
177,0.77
178,0.72
179,0.68
180,0.75
181,1.36
182,1.37
183,0.63
184,1.61
185,0.41
186,3.43
187,0.63
188,0.53
189,0.62
190,1.39
191,1.29
192,0.57
193,0.66
194,0.68
195,0.65
196,0.68
197,0.69
198,0.69
199,0.54
200,0.78
201,0.52
202,0.52
203,0.54
204,0.84
206,0.81
207,0.72
208,0.75
209,0.68
210,0.74
211,0.81
212,0.71
213,0.75
214,0.76
215,1.63
216,0.69
217,0.68
218,0.6
219,0.61
220,1.6
221,0.63
222,1.47
223,1.51
224,0.68
225,0.58
226,0.69
227,0.74
228,0.72
229,0.8
230,0.71
231,0.74
232,0.75
233,0.75
234,0.63
235,1.64
236,0.6
237,0.75
238,0.77
239,0.76
240,0.7
241,0.75
242,0.66
243,0.7
244,0.49
245,0.73
246,0.69
247,0.72
248,0.61
249,0.73
250,0.7
251,0.53
252,1.45
253,0.53
500,0.71
501,0.81
502,1.38
503,0.76
504,0.78
505,0.67
506,0.58
507,0.74
508,0.67
509,0.72
510,0.79
511,0.59
512,0.47
513,0.61
514,0.75
515,0.62
516,1.49
517,1.5
518,0.57
519,0.62
520,0.62
521,1.56
522,0.62
523,0.62
524,0.56
525,0.72
526,0.72
527,0.57
528,0.51
529,0.7
530,0.49
531,1.6
532,0.83
533,0.83
534,0.78
535,0.83
536,1.59
537,0.82
538,0.83
539,0.83
540,0.8
541,0.61
542,0.69
543,0.48
544,0.62
545,0.39
546,0.66
547,0.54
548,0.55
549,4.33
550,0.5
551,1.4
552,0.58
553,0.55
554,0.84
555,0.83
556,0.78
557,0.78
558,0.8
559,0.77
560,0.76
561,0.74
562,0.73
563,0.7
564,0.71
565,0.72
566,0.69
567,0.69
568,0.6
569,0.66
570,0.64
571,0.65
572,0.61
573,0.68
574,0.69
575,0.65
576,0.63
577,0.54
578,0.59
579,3.25
580,0.62
581,0.61
582,1.5
583,0.59
585,0.55
586,0.51
587,0.57
588,0.59
589,0.6
590,0.58
591,1.48
592,0.54
593,0.57
594,0.51
595,0.58
596,0.49
597,0.49
598,0.57
599,0.53
600,0.84
601,0.81
603,0.83
604,0.82
605,0.75
606,0.74
607,0.76
608,0.75
609,0.73
610,0.71
611,0.69
612,0.72
613,0.69
614,0.72
615,0.68
616,0.64
617,0.54
618,0.64
619,0.61
620,0.55
621,1.48
622,0.55
623,0.53
624,0.62
625,0.62
626,0.59
627,1.48
628,0.6
629,0.55
630,0.48
631,0.55
632,0.53
633,0.55
634,0.49
635,0.53
636,0.52
637,0.57
638,0.51
639,0.54
640,0.55
641,0.87
642,0.85
643,0.82
644,0.82
645,0.76
646,1.68
647,0.78
648,1.71
649,0.82
650,0.75
651,0.75
652,0.76
653,0.73
654,0.73
655,0.73
656,1.62
657,0.68
658,0.72
659,0.69
660,0.66
661,1.58
662,0.55
663,0.55
664,0.58
665,0.56
666,0.5
667,0.62
668,0.56
669,0.58
670,1.34
671,0.44
672,0.53
673,0.81
674,1.72
675,0.74
676,0.7
677,0.89
678,0.18
679,0.23
680,0.74
681,0.75
682,0.57
683,0.35
684,0.83
685,0.86
686,0.46
687,0.6
688,0.33
689,0.73
690,1.48
700,0.83
701,0.83
702,0.8
703,0.71
704,0.71
705,0.79
706,0.76
707,1.62
708,0.75
709,0.64
710,0.7
711,0.8
712,0.8
713,0.77
714,0.77
715,1.74
716,0.79
717,0.79
718,0.81
719,0.76
720,0.75
721,0.71
722,0.66
723,0.61
724,0.63
725,0.81
726,0.76
727,0.44
728,1.55
729,0.7
730,0.44
731,0.56
732,0.61
733,0.41
734,1.4
735,0.5
738,0.56
739,0.64
740,0.47
741,0.64
742,0.82
743,0.54
744,0.51
745,0.65
746,0.67
747,1.35
748,0.67
749,0.68
