Action,1
Adventure,2
Biography,3
Comedy,4
Crime,5
Drama,6
History,7
Horror,8
Musical,9
Mystery,10
Romance,11
Sport,12
Thriller,13
Fantasy,14
Animation,15
Sci-Fi,16
Family,17
War,18
